reviewText,summary,unixReviewTime,helpful,unhelpful
"This was not at all what I had thought it would be,  Matter of fact, I did not get very far into it before I decided to delete it.",Not my kind,1376870400,0,0
"Although this was a decent page-turner, I'm still trying to figure if it wasn't just to get to the end. Decent plot, albeit fairly predictable. I will admit, though, for a free read, it was a good way to kill a couple of hours.",Not Bad,1383350400,0,0
"It was okay to read.  A Little short.  It was a little predictable, but it flowed pretty well.  I would recommend",Perfect Crime,1360627200,0,0
"I thought this was an ok read.  Not WOW couldn't put it down, or MEH couldn't be bothered.It was Ok.  I thought Gabriel had some really great characteristics, but he ruined it for me by being afraid to take a chance until Alice argues with Michael her brother.Alice I liked.  She knew what she wanted and she took steps to get it.  She knew Gabe as she grew up with him.It had a nice buildup that wasn't over the top and some non traditional love tokens that made me melt because of the meaning behind them... A good read.",Good time filler,1362787200,1,1
"Although I read the whole book, I was constantly bogged down by unnecessarily obscure language and reference, overly long poems and passages in Latin with no translation. Seems the author was more interested in showing off his knowledge than telling a good story.",A bit self important,1395792000,0,0
"It wasn't a bad story, it was actually a very original one. But for some reason it just wasn't my cup of tea.It was twisted, quite dark sometimes, but it kind of bordered in disgusting when I found out the big mystery. I hated the antagonist's servant man, he was such a skeeze(Sp?). I didn't get how her family never helped her get out of her situation and only surfaced at the end when the hero came looking for help. It didn't make much sense. It kind of reminded me of Stephenie Meyer's style of writing, which I do not like in the very least. I wouldn't discourage anyone from reading it, but I wouldn't recommend it either.",I didn't know what to think,1307491200,2,2
"she is a new author i just discover and so far has purchased alot of her books...strong writing, arrogant hero who i love and the woman they fall for...good read.  Buy!",Author Elizabeth Lennox,1393200000,0,0
I am not a real big fan of fairy tales but these fairy tales are always a very good read.,Great Stories,1370390400,0,0
"Her peculiar word choices(I never want the hero to kick up his heels in joy thank you very much) and general...ugh, I can't even describe it, but it was subpar. I was shocked to see the good reviews.",Weird,1317340800,2,2
"The first half of this book is cute and the other half is tedious.After the leads hook up it is just them going ""How can we overcome the obstacles surrounding us? -- Oh, never mind. Everyone and thing is perfect"" It get's very sitcomy.Also, Michaels obviously set out to write something other than what he ended up with; which is fine, but go back and edit a little.Still, the characters are so likable I enjoyed reading it and look forward to reading the rest of the series.",.,1279238400,0,0
I love this book that I have read it  a third time would like to see if a second book is coming out,I love this book that I have read it a third ...,1405036800,0,0
